"id","sex","age","weight","mid","agem","weightm","fid","agef","weightf"
"ghgbm",0,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"v7g9d",33.0750007629395,59.618579864502
"w2exg",0,NA,NA,"en112",36.3624992370605,50.8250007629395,"b2p4g",40.4249992370605,62.365909576416
"xh8le",0,NA,NA,"x8r2n",31.7666664123535,56.0818176269531,"z6ej0",25.6166667938232,62.9418182373047
"z4len",1,NA,NA,"zpty7",32.1500015258789,61.0045471191406,"bf2xb",34.1500015258789,58.7295455932617
"z9z02",0,NA,NA,"hsy91",42.4384613037109,58.9689865112305,"fiotf",40.25,59.6537895202637
"pu9di",0,NA,NA,"jfftu",31.0555553436279,59.7898979187012,"pqo76",32.0777778625488,65.106819152832
"txtha",0,NA,NA,"p5prv",22.8250007629395,57.9545440673828,"qkqjy",28.1142864227295,58.1571426391602
"v3afm",1,NA,NA,"nc9m4",19.1333332061768,56.6666679382324,"rw8af",20.3999996185303,58.7878799438477
"te6xd",0,NA,NA,"o088g",26.5636367797852,60.1567153930664,"yv7bp",35.6071434020996,64.1045455932617
"ouhs8",1,NA,NA,"o65h4",29.9722213745117,44.0863876342773,"shos4",32.2861099243164,47.8115882873535
"cudki",0,NA,NA,"ry61n",30.1000003814697,66.363639831543,"bzp0e",27.1000003814697,57.7272720336914
"nb2n6",1,NA,NA,"dwwbl",28.3500003814697,51.9410514831543,"yo029",29.380952835083,57.0488471984863
"jj9of",0,NA,NA,"x3jn0",29.7727279663086,53.4411354064941,"dimeo",29.1545448303223,57.5882263183594
"lsf4g",1,NA,NA,"ifgyd",27.7999992370605,48.4698181152344,"svtqa",30.9249992370605,59.5797157287598
"ypgm5",1,NA,NA,"zr3wf",20.6499996185303,55.1454544067383,"xvgx3",22.9833335876465,61.4606056213379
"pnlk0",0,NA,NA,"nm33q",30.0571422576904,72.1662673950195,"u753f",32.3857154846191,51.5403518676758
"hs44l",1,NA,NA,"lvgdk",35.5888900756836,45.2306823730469,"x79mc",28.7999992370605,54.3575744628906
"dpok6",1,NA,NA,"e7eh1",29.53125,57.9337882995605,"uy84d",32.1142845153809,58.8090858459473
"bm706",1,NA,NA,"xgp2q",27.1599998474121,57.8823356628418,"gju68",32.3428573608398,63.3506088256836
"aznv4",0,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"x443g",1,NA,NA,"qqff8",NA,NA,"e17h0",25.1000003814697,59.5454559326172
"w5568",1,NA,NA,"i456t",24.0499992370605,69.3181838989258,"fxelz",23.7399997711182,62.2936363220215
"nglev",0,NA,NA,"r6kce",19.3999996185303,58.1818199157715,"jzpvb",18.1000003814697,73.1818161010742
"ml80z",1,NA,NA,"jvoq7",20.75,57.5,"rjxxf",28.1599998474121,64.5963668823242
"bynx8",1,NA,NA,"qivod",21.1000003814697,57.5,"r3ti8",30.1000003814697,62.7272720336914
"sbi2c",0,NA,NA,"hjaij",20.25,48.75,"h6gxs",20.5499992370605,64.3181838989258
"nzrvg",1,NA,NA,"e72yy",40.0625,58.7679672241211,"eaomc",42.7857131958008,59.4100723266602
"u52zn",0,NA,NA,"oddxx",31.5,59.4078407287598,"wdet0",31.4571437835693,55.2528991699219
"rywi8",0,NA,NA,"u6cvt",25.7714290618896,55.7082977294922,"zqmz7",28.8125,59.4262199401855
"fkpuw",0,NA,NA,"u2buz",38.1749992370605,54.2781944274902,"jj4hv",36.8333320617676,74.7376174926758
"cvp85",0,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"v7g9d",33.0750007629395,59.618579864502
"s2urr",1,NA,NA,"qfi21",30.7999992370605,67.3001327514648,"njmaw",28.1749992370605,63.1484832763672
"dcdj6",0,NA,NA,"b5y7l",30.8333339691162,57.6179847717285,"ueefn",35.906665802002,54.3184280395508
"htb8m",0,NA,NA,"kniqy",35.5,54.4665222167969,"yq492",34.4000015258789,66.2434997558594
"zsivm",0,NA,NA,"oryvz",19.7333335876465,48.7878799438477,"o8tvw",23.1000003814697,48.9393920898438
"ava8c",0,NA,NA,"oq9xr",32.7999992370605,48,"nxdg2",NA,NA
"qcbi9",1,NA,NA,"hfh7w",32.7874984741211,64.8139038085938,"w7h72",NA,NA
"mg8xg",0,NA,NA,"crj54",31.7399997711182,54,"l3eu5",40.1199989318848,56.4345436096191
"rzds0",0,NA,NA,"ltm49",25.6240749359131,56.2222213745117,"nyb9z",30.2999992370605,67.5852279663086
"xhhm3",1,NA,NA,"a957f",31.1777782440186,62.0506858825684,"zh6fz",29.1666660308838,73.3828048706055
"qfleh",1,NA,NA,"hsszu",28.1909084320068,55.3133697509766,"o29b3",31.0454540252686,62.7307281494141
"jrmg7",1,NA,NA,"re8d9",32.6818199157715,50.7573585510254,"c3edr",29.9500007629395,58.1697311401367
"fi56y",0,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"jfdfz",1,NA,NA,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"faz00",0,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"fnkyw",30.8833332061768,56.2042808532715
"q9lzf",0,NA,NA,"rh4e3",18,49.5454559326172,"otk49",39.5999984741211,64.0909118652344
"nl336",0,NA,NA,"bkkr9",45.439998626709,63.9090919494629,"lwqju",55.2999992370605,52.4431800842285
"uu7hj",0,NA,NA,"ry61n",30.1000003814697,66.363639831543,"bzp0e",27.1000003814697,57.7272720336914
"kdo29",0,NA,NA,"vq7ep",29.7199993133545,61.4654541015625,"b43p4",30.6636371612549,58.4745445251465
"enhnd",1,NA,NA,"jdga6",20.5900001525879,54.7454528808594,"ep5km",NA,NA
"p6xyh",1,NA,NA,"i456t",24.0499992370605,69.3181838989258,"fxelz",23.7399997711182,62.2936363220215
"e8j3m",1,NA,NA,"bwr1d",23.8666667938232,55.3575744628906,"wfvro",23.6000003814697,60.6818199157715
"gbqgy",1,NA,NA,"fhwme",25.1272735595703,54.1950416564941,"ogz5p",30.1363639831543,60.0438003540039
"jj0bw",1,NA,NA,"xgp2q",27.1599998474121,57.8823356628418,"gju68",32.3428573608398,63.3506088256836
"t8y8x",0,NA,NA,"rzk05",45.2999992370605,44.4287872314453,"r86gx",54.5,51.5
"g4vqu",1,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"cnutr",0,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"hsbkl",0,NA,NA,"nm33q",30.0571422576904,72.1662673950195,"u753f",32.3857154846191,51.5403518676758
"mw2qx",1,NA,NA,"ifgyd",27.7999992370605,48.4698181152344,"svtqa",30.9249992370605,59.5797157287598
"gjaa1",1,NA,NA,"hdgyt",NA,NA,"rqnyq",NA,NA
"k93wd",0,NA,NA,"hdgyt",NA,NA,"rqnyq",NA,NA
"gseww",0,NA,NA,"hdgyt",NA,NA,"rqnyq",NA,NA
"hndei",1,NA,NA,"hdgyt",NA,NA,"rqnyq",NA,NA
"uh1ba",0,NA,NA,"ktr8y",NA,NA,"pbqox",NA,NA
"vqqpd",0,NA,NA,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"a7nbh",1,20.0599994659424,51.5139122009277,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"h9ez4",1,NA,NA,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"c37a6",1,19,48.7609252929688,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"d5cs1",1,NA,NA,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"gc8r0",1,NA,NA,"dmqdx",37.5999984741211,37.9545440673828,"dtzek",56.5999984741211,58.8636360168457
"y8u3b",1,NA,NA,"yw7e6",NA,NA,"uw08j",NA,NA
"uu6py",1,NA,NA,"ktr8y",NA,NA,"pbqox",NA,NA
"qrj6h",1,NA,NA,"yw7e6",NA,NA,"uw08j",NA,NA
"b08mn",0,NA,NA,"mgwvy",NA,NA,"uyivo",NA,NA
"num02",1,NA,NA,"rtbtw",25.1000003814697,48.6363639831543,"uzk66",29.1000003814697,60.9090919494629
"soua2",0,NA,NA,"mgwvy",NA,NA,"uyivo",NA,NA
"jvox3",1,NA,NA,"mgwvy",NA,NA,"uyivo",NA,NA
"ckou3",0,NA,NA,"xgbe4",NA,NA,"lw9tu",NA,NA
"gurd3",1,NA,NA,"mgwvy",NA,NA,"uyivo",NA,NA
"my1bo",0,NA,NA,"frjv5",NA,NA,"jrbxc",NA,NA
"c7xlm",0,NA,NA,"rtbtw",25.1000003814697,48.6363639831543,"uzk66",29.1000003814697,60.9090919494629
"s2puw",0,NA,NA,"sqi47",NA,NA,"xrfo2",52,52.8432350158691
"wb4ky",0,NA,NA,"sqi47",NA,NA,"xrfo2",52,52.8432350158691
"sf89z",0,NA,NA,"ay5wk",52,54.966667175293,"odxw8",46,67
"k7o24",1,23.5,66.6500015258789,"ay5wk",52,54.966667175293,"odxw8",46,67
"c4yxa",0,20,59.033332824707,"ay5wk",52,54.966667175293,"odxw8",46,67
"g8dfz",1,NA,NA,"ay5wk",52,54.966667175293,"odxw8",46,67
"i8swu",0,20.3999996185303,54.0909080505371,"fugrf",NA,NA,"ju3fq",NA,NA
"ibvoz",1,NA,NA,"cndu7",NA,NA,"eel6r",NA,NA
"v0yrp",0,NA,NA,"cndu7",NA,NA,"eel6r",NA,NA
"flqu1",1,NA,NA,"edf6c",37.7333335876465,59.0083274841309,"oza7s",44.2599983215332,65.7303771972656
"psmte",1,23.3999996185303,67.4000015258789,"edf6c",37.7333335876465,59.0083274841309,"oza7s",44.2599983215332,65.7303771972656
"ks9vs",0,20.966667175293,61.9263801574707,"edf6c",37.7333335876465,59.0083274841309,"oza7s",44.2599983215332,65.7303771972656
"dsgxj",0,NA,NA,"m11g2",NA,NA,"meurq",NA,NA
"dqqqo",1,NA,NA,"fn5dp",NA,NA,"fu86u",NA,NA
"ofyqr",0,NA,NA,"fn5dp",NA,NA,"fu86u",NA,NA
"ok751",0,NA,NA,"fn5dp",NA,NA,"fu86u",NA,NA
"c48b5",1,NA,NA,"fn5dp",NA,NA,"fu86u",NA,NA
"u0dvo",1,NA,NA,"ic80r",NA,NA,"rwf6q",NA,NA
"febph",1,NA,NA,"ic80r",NA,NA,"rwf6q",NA,NA
"sni0o",0,NA,NA,"ic80r",NA,NA,"rwf6q",NA,NA
"qipa4",0,NA,NA,"ic80r",NA,NA,"rwf6q",NA,NA
"szhl2",1,NA,NA,"xgla1",NA,NA,"vzkbj",NA,NA
"rmksa",0,NA,NA,"xgla1",NA,NA,"vzkbj",NA,NA
"h7cmi",0,NA,NA,"qpxhq",NA,NA,"bo9a5",NA,NA
"nmorf",0,NA,NA,"qpxhq",NA,NA,"bo9a5",NA,NA
"z83qz",1,NA,NA,"qpxhq",NA,NA,"bo9a5",NA,NA
"ewey3",1,22.5041675567627,57.9960975646973,"ocvtc",39.5125007629395,55.656623840332,"jj4hv",36.8333320617676,74.7376174926758
"lpzcy",1,21.7000007629395,70.8000030517578,"ocvtc",39.5125007629395,55.656623840332,"jj4hv",36.8333320617676,74.7376174926758
"vmlip",1,NA,NA,"ocvtc",39.5125007629395,55.656623840332,"sfva3",NA,NA
"m67we",1,NA,NA,"ocvtc",39.5125007629395,55.656623840332,"jj4hv",36.8333320617676,74.7376174926758
"tjdx5",0,NA,NA,"cndu7",NA,NA,"eel6r",NA,NA
"zxkyi",1,NA,NA,"fn5dp",NA,NA,"fu86u",NA,NA
"igpv4",1,NA,NA,"ic80r",NA,NA,"rwf6q",NA,NA
"h6i4d",1,NA,NA,"xgla1",NA,NA,"vzkbj",NA,NA
"mdjfz",1,NA,NA,"edf6c",37.7333335876465,59.0083274841309,"oza7s",44.2599983215332,65.7303771972656
"lq72k",1,NA,NA,"qpxhq",NA,NA,"bo9a5",NA,NA
"togqv",0,NA,NA,"yo7pn",NA,NA,"c2qa6",NA,NA
"ywudt",1,NA,NA,"xgbe4",NA,NA,"lw9tu",NA,NA
"bsu5h",1,NA,NA,"xgbe4",NA,NA,"wwhhf",NA,NA
"pzo7f",0,NA,NA,"frjv5",NA,NA,"jrbxc",NA,NA
"k0r4p",0,NA,NA,"s9q6e",NA,NA,"eb3m6",NA,NA
"fl6oc",0,NA,NA,"s9q6e",NA,NA,"eb3m6",NA,NA
"lv6wm",1,NA,NA,"rtbtw",25.1000003814697,48.6363639831543,"uzk66",29.1000003814697,60.9090919494629
"cjc7q",0,NA,NA,"ocvtc",39.5125007629395,55.656623840332,"l95n0",28.25,66.4787902832031
"vkxq4",0,NA,NA,"edf6c",37.7333335876465,59.0083274841309,"oza7s",44.2599983215332,65.7303771972656
"i6rir",0,NA,NA,"rtbtw",25.1000003814697,48.6363639831543,"uzk66",29.1000003814697,60.9090919494629
"nfyhp",1,29.1000003814697,59.0909080505371,"z268o",65.1999969482422,41.3636360168457,"oe84d",NA,NA
"ood9c",0,NA,NA,"ay5wk",52,54.966667175293,"odxw8",46,67
"posgj",1,NA,NA,"ay5wk",52,54.966667175293,"odxw8",46,67
"njajh",0,NA,NA,"xcjmf",37.0999984741211,48.1818199157715,"o3v1c",53.0999984741211,56.8181800842285
