"id","sex","age","weight","mid","agem","weightm","fid","agef","weightf"
"ilxgk",1,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"flxe0",NA,NA
"u73ge",1,21,60.9090919494629,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"r85pf",1,20.7999992370605,59.5454559326172,"vmf4m",30.0499992370605,58.2400016784668,"xr0in",47.5800018310547,53.051570892334
"ujbhw",0,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"u73ip",0,22.9181823730469,54.1305236816406,"jvp8j",NA,NA,"rwf6q",NA,NA
"mku2x",0,21.1000003814697,68.1818161010742,"lvgdk",35.5888900756836,45.2306823730469,"z4zm6",NA,NA
"o5wd4",1,22.7099990844727,50.3532218933105,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"ooscb",0,NA,NA,"rg8zg",45.4166679382324,54.6530303955078,"f1k25",48.658332824707,59.5075759887695
"t8j8f",0,NA,NA,"p98ei",NA,NA,"pxsso",NA,NA
"ces8o",0,20.5900001525879,54.7454528808594,"pjrhy",45.125,53.4090919494629,"snsv0",48.6285705566406,59.7196731567383
"xbopt",1,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"ny102",43.0999984741211,66.5151519775391
"c9n9a",1,23.5,61.1737480163574,"vvuur",53.3545455932617,55.9476890563965,"e2o8e",49.2999992370605,59.2272720336914
"a20m4",0,NA,NA,"bd7yr",NA,NA,"buuap",50.0999984741211,63.1818199157715
"exd6q",1,NA,NA,"inehi",49.2874984741211,46.5704536437988,"nwpic",45.8222236633301,56.0670471191406
"aozxg",1,21.033332824707,64.8013458251953,"bkkr9",45.439998626709,63.9090919494629,"lwqju",55.2999992370605,52.4431800842285
"ozx07",1,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"ubgj3",0,NA,NA,"iigts",NA,NA,"gf4uh",NA,NA
"j215l",0,24.7999992370605,54.1151161193848,"m964b",NA,NA,"l62gg",52.6500015258789,59.064079284668
"insgo",1,24,65.8844985961914,"caf4x",43.2769241333008,55.6652336120605,"gbq5d",48.771427154541,64.1265335083008
"z5jkz",1,20.5462970733643,44.9824371337891,"ug7ty",49.9799995422363,49.872184753418,"mtq11",NA,NA
"v741f",1,NA,NA,"e72yy",40.0625,58.7679672241211,"b43p4",30.6636371612549,58.4745445251465
"ihrsb",1,25.3111114501953,54.1459922790527,"obn7c",49.6714286804199,48.6476631164551,"t7ays",42.7750015258789,53.7579536437988
"nul9d",0,19.3999996185303,58.1818199157715,"p3yx8",32.5999984741211,69.3818740844727,"lnw75",NA,NA
"dwz3y",1,NA,NA,"iytw0",NA,NA,"kj2j3",NA,NA
"lbpch",1,NA,NA,"t4jht",NA,NA,"mmqs7",NA,NA
"scncg",1,NA,NA,"cwc4h",NA,NA,"zs9ml",NA,NA
"x0fg3",1,NA,NA,"x6kls",40.5555572509766,53.7393951416016,"f5h9w",NA,NA
"jc878",1,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"oty9b",0,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"ri1fd",1,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"v0lzf",1,22.4055557250977,66.0010299682617,"isa8b",44.4799995422363,54.0967826843262,"jhoy8",53.7333335876465,58.402027130127
"bhfgj",0,18.8999996185303,54.0909080505371,"elcaa",51.2384605407715,50.0740776062012,"duhhd",50.5250015258789,61.0141334533691
"v3p59",1,24.1666660308838,63.5363655090332,"sq4x2",56.0750007629395,47.8486328125,"a9883",62.5999984741211,53.9984855651855
"f6yt7",0,NA,NA,"zpty7",32.1500015258789,61.0045471191406,"pqo76",32.0777778625488,65.106819152832
"xosiy",0,18.7999992370605,53.1818199157715,"mnjnw",31.341667175293,52.5454559326172,"j7zl4",30.9799995422363,58.7000007629395
"m4l15",0,18.7000007629395,46.3636360168457,"fhwme",25.1272735595703,54.1950416564941,"ogz5p",30.1363639831543,60.0438003540039
"p874k",1,18.6000003814697,57.7272720336914,"jfftu",31.0555553436279,59.7898979187012,"pqo76",32.0777778625488,65.106819152832
"e7q87",1,NA,NA,"m8u2y",NA,NA,"pnz5m",NA,NA
"rdj5z",1,NA,NA,"fh8z3",NA,NA,"xmrte",NA,NA
"dgtgn",1,18.6000003814697,60,"vmf4m",30.0499992370605,58.2400016784668,"klgn0",39.7454528808594,60.584545135498
"p3wat",1,NA,NA,"u2buz",38.1749992370605,54.2781944274902,"flxe0",NA,NA
"gib1p",0,19.1027774810791,49.755687713623,"cf4h8",48.8176460266113,54.1903953552246,"m4v36",42.8199996948242,61.7475318908691
"hsyn7",1,NA,NA,"mnxay",41,48.9300384521484,"q9axt",41.5533332824707,62.2578430175781
"ans6o",1,NA,NA,"pjrhy",45.125,53.4090919494629,"snsv0",48.6285705566406,59.7196731567383
"q8296",0,NA,NA,"cwc4h",NA,NA,"zs9ml",NA,NA
"sklih",0,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"kkst3",0,24.7999992370605,62.6500015258789,"en112",36.3624992370605,50.8250007629395,"b2p4g",40.4249992370605,62.365909576416
"oquvp",0,NA,NA,"y3yrn",NA,NA,"xhcgx",NA,NA
"zpw55",0,NA,NA,"iigts",NA,NA,"gf4uh",NA,NA
"dq4oq",1,20.6666660308838,61.6882400512695,"fn9yn",33.9000015258789,54.5999984741211,"cbch9",NA,NA
"ne5wz",1,NA,NA,"kniqy",35.5,54.4665222167969,"flkpb",33.4000015258789,57.9000015258789
"cdabt",0,23.088888168335,50.1037292480469,"k0nnw",46.6333351135254,57.7992630004883,"snsv0",48.6285705566406,59.7196731567383
"ma3o8",1,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"s95ay",1,NA,NA,"vbrk9",NA,NA,"z4zm6",NA,NA
"w7qyf",1,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"hourg",0,NA,NA,"lvgdk",35.5888900756836,45.2306823730469,"x79mc",28.7999992370605,54.3575744628906
"xwh66",1,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"d0yup",1,NA,NA,"t16xg",NA,NA,"jdb4q",NA,NA
"y21kl",0,20.5,56.6987495422363,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"llo6o",0,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"fnkyw",30.8833332061768,56.2042808532715
"k2t89",0,24.2999992370605,56.9000015258789,"bvxx1",51.4599990844727,43.8427276611328,"tv617",49.6699981689453,58.7645454406738
"zcesa",0,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"immhd",1,NA,NA,"fshyn",44.6599998474121,51.7704544067383,"ns94o",51.2666664123535,52.024242401123
"l7zw2",1,NA,NA,"dv7gl",NA,NA,"sahki",NA,NA
"nx9gz",1,22.7777786254883,79.8552703857422,"p3yx8",32.5999984741211,69.3818740844727,"xfhvt",35.4500007629395,66.5590896606445
"wran4",0,NA,NA,"y3yrn",NA,NA,"xhcgx",NA,NA
"whu6z",0,NA,NA,"fh8z3",NA,NA,"xmrte",NA,NA
"h60vn",0,21.591667175293,55.579761505127,"elcaa",51.2384605407715,50.0740776062012,"duhhd",50.5250015258789,61.0141334533691
"cmx6i",0,21.591667175293,49.7925453186035,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"o0r8r",1,19.8333339691162,57.1523399353027,"j9yb4",38.8444442749023,43.7391967773438,"ny102",43.0999984741211,66.5151519775391
"se9y5",1,22.3111114501953,61.911548614502,"akiyv",39.2357139587402,54.1202926635742,"twm5n",41.6416664123535,58.3839683532715
"t58ff",0,NA,NA,"d5k5r",NA,NA,"s3bya",NA,NA
"jnssn",1,NA,NA,"zpty7",32.1500015258789,61.0045471191406,"bf2xb",34.1500015258789,58.7295455932617
"af6uk",1,NA,NA,"fn9yn",33.9000015258789,54.5999984741211,"cbch9",NA,NA
"yylzx",1,NA,NA,"m964b",NA,NA,"l62gg",52.6500015258789,59.064079284668
"odlhh",1,NA,NA,"ytmoo",49.1333351135254,57.7272720336914,"javh9",43.1333351135254,67.7272720336914
"f7cgz",0,22.6958332061768,59.3684692382812,"hsszu",28.1909084320068,55.3133697509766,"o29b3",31.0454540252686,62.7307281494141
"s6o8q",1,NA,NA,"olobn",40.75,61.1545448303223,"iyxry",NA,NA
"joj48",0,NA,NA,"mnxay",41,48.9300384521484,"q9axt",41.5533332824707,62.2578430175781
"on8cl",1,NA,NA,"t4jht",NA,NA,"mmqs7",NA,NA
"h419k",1,NA,NA,"uswxw",NA,NA,"ylhz6",NA,NA
"emxu8",1,NA,NA,"c27ds",NA,NA,"mmnsy",NA,NA
"bhv2k",1,21.75,59.3483848571777,"obn7c",49.6714286804199,48.6476631164551,"t7ays",42.7750015258789,53.7579536437988
"iq61a",0,NA,NA,"bkkr9",45.439998626709,63.9090919494629,"lwqju",55.2999992370605,52.4431800842285
"lq5ql",1,21.8999996185303,66.6999969482422,"e72yy",40.0625,58.7679672241211,"eaomc",42.7857131958008,59.4100723266602
"kqtis",1,NA,NA,"jfftu",31.0555553436279,59.7898979187012,"pqo76",32.0777778625488,65.106819152832
"f94zl",1,22.6000003814697,60.5,"hfh7w",32.7874984741211,64.8139038085938,"njmaw",28.1749992370605,63.1484832763672
"melzy",1,NA,NA,"m8u2y",NA,NA,"pnz5m",NA,NA
"qck47",1,NA,NA,"xmiaa",21.8999996185303,48.2000007629395,"qd8l0",21.6000003814697,54.533332824707
"jzd2h",0,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"dvo4e",0,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"tj316",1,NA,NA,"vmf4m",30.0499992370605,58.2400016784668,"klgn0",39.7454528808594,60.584545135498
"kg5s7",0,NA,NA,"bd7yr",NA,NA,"b8twg",NA,NA
"dp9yu",1,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"c4ka3",0,NA,NA,"u2buz",38.1749992370605,54.2781944274902,"flxe0",NA,NA
"is7fw",0,NA,NA,"iigts",NA,NA,"gf4uh",NA,NA
"ah08b",1,NA,NA,"t16xg",NA,NA,"jdb4q",NA,NA
"uphk0",0,NA,NA,"glhda",40.7999992370605,47.3309097290039,"b43p4",30.6636371612549,58.4745445251465
"rqrsa",0,NA,NA,"en112",36.3624992370605,50.8250007629395,"b2p4g",40.4249992370605,62.365909576416
"tru6v",0,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"p6azp",0,21.3875007629395,61.2532768249512,"a957f",31.1777782440186,62.0506858825684,"atx00",NA,NA
"aa7uo",0,NA,NA,"etlc9",44.481819152832,47.4136734008789,"gdntt",60.5466651916504,60.5726737976074
"jx9nr",0,NA,NA,"fhwme",25.1272735595703,54.1950416564941,"ogz5p",30.1363639831543,60.0438003540039
"juaez",1,NA,NA,"cwc4h",NA,NA,"zs9ml",NA,NA
"bbmls",1,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"fnkyw",30.8833332061768,56.2042808532715
"jvok6",0,21.8999996185303,62.7999992370605,"vvuur",53.3545455932617,55.9476890563965,"smp05",44.2000007629395,55.5
"pyy8x",0,NA,NA,"p3yx8",32.5999984741211,69.3818740844727,"xfhvt",35.4500007629395,66.5590896606445
"nxnxz",1,NA,NA,"m8u2y",NA,NA,"pnz5m",NA,NA
"f9jcj",0,NA,NA,"y3yrn",NA,NA,"xhcgx",NA,NA
"ac6ck",0,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"n2icu",0,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"l73dy",0,NA,NA,"fh8z3",NA,NA,"xmrte",NA,NA
"ws22i",1,NA,NA,"j7jq2",NA,NA,"vstji",19.8999996185303,56.7999992370605
"awi0n",0,NA,NA,"m964b",NA,NA,"l62gg",52.6500015258789,59.064079284668
"ul79y",0,NA,NA,"x6kls",40.5555572509766,53.7393951416016,"u0cjv",58.2799987792969,51.9272727966309
"gk0u3",1,21.3999996185303,51.2000007629395,"pjrhy",45.125,53.4090919494629,"oez0m",36.25,53.490909576416
"jm0fc",1,NA,NA,"uswxw",NA,NA,"ylhz6",NA,NA
"fy73b",1,NA,NA,"jfftu",31.0555553436279,59.7898979187012,"pqo76",32.0777778625488,65.106819152832
"izuwe",0,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"v7g9d",33.0750007629395,59.618579864502
"zl4nx",0,NA,NA,"mde2s",31.6499996185303,43.3333320617676,"rqrug",18.5,57.533332824707
"vr6pt",0,NA,NA,"zpty7",32.1500015258789,61.0045471191406,"bf2xb",34.1500015258789,58.7295455932617
"diybz",1,NA,NA,"u2buz",38.1749992370605,54.2781944274902,"flxe0",NA,NA
"x82qv",1,NA,NA,"hsy91",42.4384613037109,58.9689865112305,"fiotf",40.25,59.6537895202637
"ay0uq",1,NA,NA,"re8d9",32.6818199157715,50.7573585510254,"qgvxs",29.8333339691162,69.0666656494141
"b4mpq",0,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"p141i",0,20.966667175293,61.3666648864746,"elcaa",51.2384605407715,50.0740776062012,"duhhd",50.5250015258789,61.0141334533691
"z3yaz",0,20.5,59.0499992370605,"caf4x",43.2769241333008,55.6652336120605,"gbq5d",48.771427154541,64.1265335083008
"an85b",1,20.2000007629395,52.0999984741211,"lvgdk",35.5888900756836,45.2306823730469,"x79mc",28.7999992370605,54.3575744628906
"q46ui",0,NA,NA,"iytw0",NA,NA,"nk0xm",NA,NA
"dygzd",1,NA,NA,"iigts",NA,NA,"gf4uh",NA,NA
"d8mmb",1,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"jehoe",0,NA,NA,"k0nnw",46.6333351135254,57.7992630004883,"snsv0",48.6285705566406,59.7196731567383
"adomz",1,21.2999992370605,69.3000030517578,"a957f",31.1777782440186,62.0506858825684,"atx00",NA,NA
"cl638",0,NA,NA,"p98ei",NA,NA,"pxsso",NA,NA
"z2tr5",0,NA,NA,"ytmoo",49.1333351135254,57.7272720336914,"javh9",43.1333351135254,67.7272720336914
"yubib",0,NA,NA,"d5k5r",NA,NA,"s3bya",NA,NA
"nquqi",1,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"o5ckn",0,NA,NA,"t16xg",NA,NA,"jdb4q",NA,NA
"b1z2y",1,NA,NA,"olobn",40.75,61.1545448303223,"xfhvt",35.4500007629395,66.5590896606445
"k97iq",1,19.2999992370605,63.5999984741211,"akiyv",39.2357139587402,54.1202926635742,"twm5n",41.6416664123535,58.3839683532715
"wtxye",0,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"z21hm",1,NA,NA,"t4jht",NA,NA,"mmqs7",NA,NA
"cg87a",0,NA,NA,"en112",36.3624992370605,50.8250007629395,"b2p4g",40.4249992370605,62.365909576416
"az66k",1,NA,NA,"bkkr9",45.439998626709,63.9090919494629,"lwqju",55.2999992370605,52.4431800842285
"ecbzm",0,19.8333339691162,50.5999984741211,"e72yy",40.0625,58.7679672241211,"eaomc",42.7857131958008,59.4100723266602
"sz5g5",0,NA,NA,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"pvt27",1,NA,NA,"cwc4h",NA,NA,"zs9ml",NA,NA
"scfg8",0,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"eokwq",1,NA,NA,"o65h4",29.9722213745117,44.0863876342773,"shos4",32.2861099243164,47.8115882873535
"saj8q",1,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"v7g9d",33.0750007629395,59.618579864502
"fvdg9",1,NA,NA,"rzk05",45.2999992370605,44.4287872314453,"e2o8e",49.2999992370605,59.2272720336914
"kxza9",1,NA,NA,"xmiaa",21.8999996185303,48.2000007629395,"qd8l0",21.6000003814697,54.533332824707
"v9fpp",0,19.2000007629395,48.4500007629395,"kniqy",35.5,54.4665222167969,"yq492",34.4000015258789,66.2434997558594
"anyjt",0,NA,NA,"crj54",31.7399997711182,54,"nzqrr",NA,NA
"m3qki",1,NA,NA,"vat8g",27.8600006103516,53.4545440673828,"iumo2",26.8299999237061,59.0836372375488
"lmgah",1,NA,NA,"qxv3c",NA,NA,"dho9o",NA,NA
"bh8c8",0,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"jecsr",1,NA,NA,"zr3wf",20.6499996185303,55.1454544067383,"yv7bp",35.6071434020996,64.1045455932617
"ka5hb",1,NA,NA,"fh8z3",NA,NA,"xmrte",NA,NA
"moasv",1,NA,NA,"fn9yn",33.9000015258789,54.5999984741211,"cbch9",NA,NA
"vnln0",1,NA,NA,"d5k5r",NA,NA,"s3bya",NA,NA
"wiqx6",0,NA,NA,"vmf4m",30.0499992370605,58.2400016784668,"klgn0",39.7454528808594,60.584545135498
"yi9fr",0,NA,NA,"fhwme",25.1272735595703,54.1950416564941,"ogz5p",30.1363639831543,60.0438003540039
"cxl8a",1,NA,NA,"lvgdk",35.5888900756836,45.2306823730469,"x79mc",28.7999992370605,54.3575744628906
"so5kw",1,NA,NA,"r97mw",NA,NA,"wwhhf",NA,NA
"mjld7",1,18.1000003814697,56.2999992370605,"u2buz",38.1749992370605,54.2781944274902,"jj4hv",36.8333320617676,74.7376174926758
"it1hc",1,18.3999996185303,63.7999992370605,"b5y7l",30.8333339691162,57.6179847717285,"ueefn",35.906665802002,54.3184280395508
"r7y6f",1,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"lmkg7",0,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"bhld5",0,18.8999996185303,57.3499984741211,"cf4h8",48.8176460266113,54.1903953552246,"xr0in",47.5800018310547,53.051570892334
"sgx23",0,19.3999996185303,59.9000015258789,"qfi21",30.7999992370605,67.3001327514648,"njmaw",28.1749992370605,63.1484832763672
"hkn1r",0,NA,NA,"xmiaa",21.8999996185303,48.2000007629395,"qd8l0",21.6000003814697,54.533332824707
"eose7",0,18.2999992370605,51.7000007629395,"m964b",NA,NA,"l62gg",52.6500015258789,59.064079284668
"i0o45",0,NA,NA,"re8d9",32.6818199157715,50.7573585510254,"qgvxs",29.8333339691162,69.0666656494141
"cewai",0,NA,NA,"iytw0",NA,NA,"nk0xm",NA,NA
"rkte5",1,18.2999992370605,55,"x3jn0",29.7727279663086,53.4411354064941,"dimeo",29.1545448303223,57.5882263183594
"grjt1",0,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"fnkyw",30.8833332061768,56.2042808532715
"c3v3b",1,NA,NA,"uswxw",NA,NA,"ylhz6",NA,NA
"o462n",0,19.1000003814697,49.5999984741211,"e7eh1",29.53125,57.9337882995605,"uy84d",32.1142845153809,58.8090858459473
"q1kh1",1,NA,NA,"c27ds",NA,NA,"mmnsy",NA,NA
"n0qcr",0,NA,NA,"zpty7",32.1500015258789,61.0045471191406,"bf2xb",34.1500015258789,58.7295455932617
"ggwfo",1,NA,NA,"bd7yr",NA,NA,"b8twg",NA,NA
"z01zj",0,18.7999992370605,56.7000007629395,"oddxx",31.5,59.4078407287598,"fxelz",23.7399997711182,62.2936363220215
"p134u",1,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"k9loy",0,NA,NA,"cwc4h",NA,NA,"s6kun",NA,NA
"a0f6v",0,NA,NA,"ytmoo",49.1333351135254,57.7272720336914,"javh9",43.1333351135254,67.7272720336914
"fzfad",1,NA,NA,"m8u2y",NA,NA,"pnz5m",NA,NA
"tyxmo",0,NA,NA,"elcaa",51.2384605407715,50.0740776062012,"duhhd",50.5250015258789,61.0141334533691
"tabrf",1,NA,NA,"t16xg",NA,NA,"jdb4q",NA,NA
"v3lvi",0,NA,NA,"mnjnw",31.341667175293,52.5454559326172,"v7g9d",33.0750007629395,59.618579864502
"o7rfd",1,NA,NA,"vq7ep",29.7199993133545,61.4654541015625,"b43p4",30.6636371612549,58.4745445251465
"xzx1u",1,18.1000003814697,48.7000007629395,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"an0r5",1,NA,NA,"t4jht",NA,NA,"mmqs7",NA,NA
"ohlma",0,NA,NA,"bwr1d",23.8666667938232,55.3575744628906,"qoxn9",NA,NA
"jphy9",0,NA,NA,"mnxay",41,48.9300384521484,"q9axt",41.5533332824707,62.2578430175781
"kg6dn",1,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"o09b3",0,NA,NA,"en112",36.3624992370605,50.8250007629395,"b2p4g",40.4249992370605,62.365909576416
"in8g0",0,NA,NA,"u2buz",38.1749992370605,54.2781944274902,"jj4hv",36.8333320617676,74.7376174926758
"gvcdi",1,NA,NA,"j7jq2",NA,NA,"vstji",19.8999996185303,56.7999992370605
"g8cty",1,NA,NA,"fshyn",44.6599998474121,51.7704544067383,"ns94o",51.2666664123535,52.024242401123
"migke",1,NA,NA,"qfi21",30.7999992370605,67.3001327514648,"njmaw",28.1749992370605,63.1484832763672
"ssm3x",0,NA,NA,"akiyv",39.2357139587402,54.1202926635742,"twm5n",41.6416664123535,58.3839683532715
"l1vve",0,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"rptp3",0,NA,NA,"ltm49",25.6240749359131,56.2222213745117,"nyb9z",30.2999992370605,67.5852279663086
"qbth5",1,NA,NA,"fn9yn",33.9000015258789,54.5999984741211,"sdl2o",NA,NA
"jf5gs",1,NA,NA,"d5k5r",NA,NA,"zffe6",NA,NA
"aya3z",0,NA,NA,"p3yx8",32.5999984741211,69.3818740844727,"xfhvt",35.4500007629395,66.5590896606445
"pnll4",0,NA,NA,"y3yrn",NA,NA,"xhcgx",NA,NA
"zr1nm",1,NA,NA,"ry61n",30.1000003814697,66.363639831543,"lfn9g",NA,NA
"yspxe",0,NA,NA,"dwwbl",28.3500003814697,51.9410514831543,"yo029",29.380952835083,57.0488471984863
"rlqv6",1,NA,NA,"xgp2q",27.1599998474121,57.8823356628418,"gju68",32.3428573608398,63.3506088256836
"pu50s",0,NA,NA,"i456t",24.0499992370605,69.3181838989258,"f1x10",NA,NA
"rm3dm",1,NA,NA,"kstar",28.8199996948242,62.2799987792969,"emz0z",29.1000003814697,59.0909080505371
"opkjd",1,NA,NA,"t0b1a",36.3875007629395,53.5193176269531,"mty37",33.1888885498047,66.136360168457
"u80ul",0,NA,NA,"b5y7l",30.8333339691162,57.6179847717285,"ueefn",35.906665802002,54.3184280395508
"z9ep1",0,NA,NA,"bkkr9",45.439998626709,63.9090919494629,"lwqju",55.2999992370605,52.4431800842285
"b9jcr",1,NA,NA,"r97mw",NA,NA,"wwhhf",NA,NA
"kw1oa",1,NA,NA,"fh8z3",NA,NA,"xmrte",NA,NA
"vq7mq",0,NA,NA,"re8d9",32.6818199157715,50.7573585510254,"c3edr",29.9500007629395,58.1697311401367
"hokhi",0,NA,NA,"ub53o",23.7999992370605,66.5999984741211,"zopiw",NA,NA
"s8c8r",0,NA,NA,"nm33q",30.0571422576904,72.1662673950195,"fu80d",NA,NA
"brqv8",1,NA,NA,"nyegv",31.7749996185303,52.8787879943848,"ny102",43.0999984741211,66.5151519775391
"t687m",1,NA,NA,"crj54",31.7399997711182,54,"c3hz4",NA,NA
"aqgpb",1,NA,NA,"qxv3c",NA,NA,"dho9o",NA,NA
"q5oxw",0,NA,NA,"hsszu",28.1909084320068,55.3133697509766,"o29b3",31.0454540252686,62.7307281494141
"ufibt",0,NA,NA,"uswxw",NA,NA,"ylhz6",NA,NA
"svhbo",1,NA,NA,"p5prv",22.8250007629395,57.9545440673828,"qkqjy",28.1142864227295,58.1571426391602
"boqg3",0,NA,NA,"e7eh1",29.53125,57.9337882995605,"uy84d",32.1142845153809,58.8090858459473
"dpxos",1,NA,NA,"p1e6a",32.8166656494141,53.8515701293945,"fnkyw",30.8833332061768,56.2042808532715
"s3chg",1,NA,NA,"xmiaa",21.8999996185303,48.2000007629395,"qd8l0",21.6000003814697,54.533332824707
"frlpi",0,NA,NA,"jfftu",31.0555553436279,59.7898979187012,"pqo76",32.0777778625488,65.106819152832
"isxhs",0,NA,NA,"iytw0",NA,NA,"nk0xm",NA,NA
"xcbtc",1,NA,NA,"jvoq7",20.75,57.5,"rjxxf",28.1599998474121,64.5963668823242
"jcqco",0,NA,NA,"vat8g",27.8600006103516,53.4545440673828,"iumo2",26.8299999237061,59.0836372375488
"ruqqx",0,NA,NA,"t16xg",NA,NA,"jdb4q",NA,NA
"k8sup",0,NA,NA,"kniqy",35.5,54.4665222167969,"yq492",34.4000015258789,66.2434997558594
"e4g6z",1,NA,NA,"oddxx",31.5,59.4078407287598,"wdet0",31.4571437835693,55.2528991699219
"r5a6r",0,NA,NA,"m8u2y",NA,NA,"pnz5m",NA,NA
"cndkv",1,NA,NA,"lvgdk",35.5888900756836,45.2306823730469,"x79mc",28.7999992370605,54.3575744628906
"r11vr",0,NA,NA,"a957f",31.1777782440186,62.0506858825684,"zh6fz",29.1666660308838,73.3828048706055
"np8gp",1,NA,NA,"u6cvt",25.7714290618896,55.7082977294922,"zqmz7",28.8125,59.4262199401855
"fe9ip",1,NA,NA,"cwc4h",NA,NA,"zs9ml",NA,NA
"lgur0",0,NA,NA,"c27ds",NA,NA,"mmnsy",NA,NA
"gfmhl",1,NA,NA,"elcaa",51.2384605407715,50.0740776062012,"duhhd",50.5250015258789,61.0141334533691
"nnvb0",1,NA,NA,"ikc6a",37.8250007629395,52.7688293457031,"vkh79",33.75,59.831169128418
"kooe0",0,NA,NA,"fhwme",25.1272735595703,54.1950416564941,"ogz5p",30.1363639831543,60.0438003540039
"qemfu",1,NA,NA,"uhin6",NA,NA,"iyxry",NA,NA
"j1h0t",0,NA,NA,"hvtes",37.2000007629395,60.9090919494629,"pybum",39.2000007629395,59.0909080505371
"hn8dm",0,NA,NA,"iigts",NA,NA,"gf4uh",NA,NA
"rw44w",0,NA,NA,"m8pw6",37.2388877868652,42.8680648803711,"ctvhh",54.2437515258789,55.3598594665527
"sby8l",0,NA,NA,"vq7ep",29.7199993133545,61.4654541015625,"b43p4",30.6636371612549,58.4745445251465
"nnhpq",0,NA,NA,"oq9xr",32.7999992370605,48,"j7zl4",30.9799995422363,58.7000007629395
"dbcmk",0,NA,NA,"p3yx8",32.5999984741211,69.3818740844727,"xfhvt",35.4500007629395,66.5590896606445
"l71c9",0,NA,NA,"mnxay",41,48.9300384521484,"q9axt",41.5533332824707,62.2578430175781
"jas0y",0,NA,NA,"e72yy",40.0625,58.7679672241211,"eaomc",42.7857131958008,59.4100723266602
"cb2cc",1,NA,NA,"dehm3",NA,NA,"htnbb",NA,NA
"avjyw",0,NA,NA,"faahn",NA,NA,"p2ynu",NA,NA
"rluff",1,NA,NA,"zr3wf",20.6499996185303,55.1454544067383,"xvgx3",22.9833335876465,61.4606056213379
"xltca",1,NA,NA,"k0nnw",46.6333351135254,57.7992630004883,"snsv0",48.6285705566406,59.7196731567383
"yytm6",1,NA,NA,"re8d9",32.6818199157715,50.7573585510254,"c3edr",29.9500007629395,58.1697311401367
"cq3r1",1,NA,NA,"ltm49",25.6240749359131,56.2222213745117,"nyb9z",30.2999992370605,67.5852279663086
"jmhb3",1,NA,NA,"qfi21",30.7999992370605,67.3001327514648,"njmaw",28.1749992370605,63.1484832763672
