"id","male","age","wealth","mid","agetodaym","ageatdeathm","fid","agetodayf","ageatdeathf","wealthp","hh"
"j7340",1,58.9500007629395,5,NA,NA,NA,NA,NA,NA,NA,2526
"iku1c",0,74.5699996948242,5,NA,NA,NA,NA,NA,NA,NA,3508
"kj4lc",0,33.5400009155273,4,NA,NA,NA,NA,NA,NA,NA,1612
"mrkk9",1,69.9899978637695,3,NA,NA,NA,NA,NA,NA,NA,4605
"s01m0",0,55.1599998474121,6,NA,NA,NA,NA,NA,NA,NA,3911
"s10d9",1,58.5999984741211,2,NA,NA,NA,NA,NA,NA,NA,3928
"wpg04",0,52.5699996948242,5,NA,NA,NA,NA,NA,NA,NA,516
"gibs6",0,50.2299995422363,7,NA,NA,NA,NA,NA,NA,NA,623
"ss1ow",1,53.0699996948242,4,NA,NA,NA,NA,NA,NA,NA,3505
"teaaz",1,64.2300033569336,4,NA,NA,NA,NA,NA,NA,NA,1505
"jt7ni",1,80.5999984741211,1,NA,NA,NA,NA,NA,NA,NA,4527
"nz91x",0,61.0999984741211,6,NA,NA,NA,NA,NA,NA,NA,3713
"lanpf",1,27.1000003814697,5,"agc8u",61.0299987792969,NA,"rjfa4",58.5400009155273,NA,5,1520
"izv3x",1,53.3499984741211,1,NA,NA,NA,NA,NA,NA,NA,1513
"nrl6l",1,66.2099990844727,4,NA,NA,NA,NA,NA,NA,NA,609
"yjs14",0,62.7599983215332,2,NA,NA,NA,NA,NA,NA,NA,4520
"qv0e0",1,47.2099990844727,4,NA,NA,NA,NA,NA,NA,NA,608
"dmd6l",0,35.689998626709,5,"w5r3i",66.120002746582,NA,"axpvj",66.6399993896484,NA,5,3717
"cszif",1,75.2399978637695,6,NA,NA,NA,NA,NA,NA,NA,3518
"girs3",0,65.4899978637695,6,NA,NA,NA,NA,NA,NA,NA,506
"bjgx3",1,60.4199981689453,4,NA,NA,NA,NA,NA,NA,NA,2614
"ik7kx",0,62.7000007629395,3,NA,NA,NA,NA,NA,NA,NA,625
"sh3q1",1,25.2999992370605,3,"ulhvv",62.2299995422363,NA,"hsy35",67,NA,5,524
"xeng7",1,79.6100006103516,4,NA,NA,NA,NA,NA,NA,NA,4502
"uc2jk",0,77.4899978637695,5,NA,NA,NA,NA,NA,NA,NA,4606
"cm90p",1,39.939998626709,3,"pbzfr",81.620002746582,NA,"tc3c3",75.0699996948242,71,8,1603
"y3oeq",1,33.4099998474121,3,"w8tdk",75.2900009155273,NA,"dncl6",70.7799987792969,42.4599990844727,2,1634
"kadub",0,69.1999969482422,4,NA,NA,NA,NA,NA,NA,NA,4516
"io990",1,61.2299995422363,3,NA,NA,NA,NA,NA,NA,NA,4508
"ftaqk",0,34.3300018310547,2,"eaaza",66.0400009155273,NA,"yl7wc",59.9799995422363,NA,6,1630
"ggcf2",1,56.4799995422363,4,NA,NA,NA,NA,NA,NA,NA,4519
"ht2ne",1,36.7799987792969,4,NA,NA,NA,NA,NA,NA,NA,615
"nd6e8",0,33.75,4,NA,NA,NA,NA,NA,NA,NA,2638
"z0srg",0,46.7000007629395,3,NA,NA,NA,NA,NA,NA,NA,1617
"jp8v2",1,50.3600006103516,3,"g0lc5",80.7699966430664,NA,"hvn4a",83.120002746582,69.3899993896484,3,4604
"ygh7h",0,49.9199981689453,5,NA,NA,NA,NA,NA,NA,NA,3823
"b0f9q",1,63.2999992370605,6,NA,NA,NA,NA,NA,NA,NA,4601
"axpvj",1,66.6399993896484,5,NA,NA,NA,NA,NA,NA,NA,3815
"oni99",1,56.2700004577637,7,NA,NA,NA,NA,NA,NA,NA,622
"dfmyk",0,59.1500015258789,7,NA,NA,NA,NA,NA,NA,NA,4802
"wbvu9",1,32.9900016784668,3,"w5r3i",66.120002746582,NA,"axpvj",66.6399993896484,NA,5,3930
"m3761",1,26.2099990844727,2,"fnbz7",54.8800010681152,NA,"vbg1u",59.6300010681152,NA,6,633
"bj6ac",1,51.7000007629395,2,NA,NA,NA,NA,NA,NA,NA,4719
"s9wlo",1,73.4499969482422,7,NA,NA,NA,NA,NA,NA,NA,4716
"qjib3",1,62.0099983215332,4,NA,NA,NA,NA,NA,NA,NA,3721
"cvbp8",1,74.3099975585938,6,NA,NA,NA,NA,NA,NA,NA,627
"myx7j",1,33.4500007629395,4,"vqudt",60.0900001525879,NA,"tvpfg",72.9300003051758,NA,4,1612
"hg8qh",0,68.1999969482422,1,NA,NA,NA,NA,NA,NA,NA,4804
"r1z79",0,48.7099990844727,7,NA,NA,NA,NA,NA,NA,NA,622
"ms5s0",1,74.1399993896484,2,NA,NA,NA,NA,NA,NA,NA,4611
"si1do",1,28.6000003814697,1,"b1ky2",65.0100021362305,NA,"wupy9",65.0999984741211,NA,4,2632
"hsy35",1,67,5,NA,NA,NA,NA,NA,NA,NA,2603
"da5qq",0,66.879997253418,6,NA,NA,NA,NA,NA,NA,NA,4712
"w1bbc",0,40.75,8,NA,NA,NA,NA,NA,NA,NA,1605
"bdq59",0,69.3899993896484,3,NA,NA,NA,NA,NA,NA,NA,4510
"i9d96",1,59.4799995422363,4,NA,NA,NA,NA,NA,NA,NA,3935
"w1bx6",0,38.9599990844727,4,NA,NA,NA,NA,NA,NA,NA,1518
"pak2z",0,26.8899993896484,2,NA,NA,NA,NA,NA,NA,NA,2635
"nb53g",0,28.9200000762939,1,"thm91",58.1399993896484,NA,"jf5vu",63.6100006103516,NA,8,525
"ient2",0,37.1800003051758,7,NA,NA,NA,NA,NA,NA,NA,3516
"h78ls",0,31.4599990844727,1,NA,NA,NA,NA,NA,NA,NA,4619
"mmxrq",0,74.3000030517578,1,NA,NA,NA,NA,NA,NA,NA,2622
"wd79e",1,34.2900009155273,2,"jvvb2",61.1199989318848,NA,"x51qr",64.5699996948242,NA,3,1623
"rjfa4",1,58.5400009155273,5,NA,NA,NA,NA,NA,NA,NA,1601
"n2zx5",1,33.1599998474121,2,"fvbzt",61.3899993896484,NA,"c4zoh",67.7699966430664,NA,1,2635
"gv6kx",0,26.2600002288818,4,NA,NA,NA,NA,NA,NA,NA,634
"qugbq",1,54.0900001525879,5,NA,NA,NA,NA,NA,NA,NA,4617
"bvi9g",1,64.3399963378906,3,NA,NA,NA,NA,NA,NA,NA,3502
"ut2zb",0,64.6500015258789,1,NA,NA,NA,NA,NA,NA,NA,2601
"p4y8f",0,59.7000007629395,6,NA,NA,NA,NA,NA,NA,NA,4601
"gvm5c",1,75.2799987792969,5,NA,NA,NA,NA,NA,NA,NA,3921
"sdu98",1,38.5099983215332,3,NA,NA,NA,NA,NA,NA,NA,519
"s1b12",0,63.2099990844727,4,NA,NA,NA,NA,NA,NA,NA,4515
"k3nab",1,52.6800003051758,4,NA,NA,NA,NA,NA,NA,NA,4703
"qi1yr",1,60.939998626709,3,NA,NA,NA,NA,NA,NA,NA,502
"wqira",0,59.6300010681152,3,NA,NA,NA,NA,NA,NA,NA,4807
"li7xz",1,35.7799987792969,5,NA,NA,NA,NA,NA,NA,NA,3717
"u33m6",0,49.0800018310547,4,NA,NA,NA,NA,NA,NA,NA,4816
"u8ssp",1,47.9199981689453,8,NA,NA,NA,NA,NA,NA,NA,4724
"zg70w",0,57.7200012207031,4,NA,NA,NA,NA,NA,NA,NA,3701
"bs138",0,65.5299987792969,6,NA,NA,NA,NA,NA,NA,NA,3712
"wzu2v",0,36.0200004577637,5,NA,NA,NA,NA,NA,NA,NA,631
"tsb01",0,77.8600006103516,6,NA,NA,NA,NA,NA,NA,NA,4811
"sagpu",0,61.1300010681152,4,NA,NA,NA,NA,NA,NA,NA,609
"c3iwv",0,82.4000015258789,5,NA,NA,NA,NA,NA,NA,NA,4620
"xb1ao",0,57.5499992370605,4,NA,NA,NA,NA,NA,NA,NA,603
"l0mm0",1,32.2200012207031,5,NA,NA,NA,NA,NA,NA,NA,3719
"is0bi",0,34.1800003051758,2,NA,NA,NA,NA,NA,NA,NA,3943
"tn0uk",0,40.1199989318848,3,"z3s7f",67.879997253418,NA,"m0rw8",68.1800003051758,NA,6,4609
"fmftw",0,65.9599990844727,1,NA,NA,NA,NA,NA,NA,NA,514
"wojlo",1,68.6999969482422,5,NA,NA,NA,NA,NA,NA,NA,4610
"lkmqu",0,52.5900001525879,4,NA,NA,NA,NA,NA,NA,NA,3505
"epe6g",1,68.9400024414062,2,NA,NA,NA,NA,NA,NA,NA,505
"ki7gm",0,70.1100006103516,3,NA,NA,NA,NA,NA,NA,NA,3503
"zexsu",1,62.0099983215332,2,NA,NA,NA,NA,NA,NA,NA,4614
"jvvb2",0,61.1199989318848,3,NA,NA,NA,NA,NA,NA,NA,1622
"tvpfg",1,72.9300003051758,4,NA,NA,NA,NA,NA,NA,NA,1611
"mg9n9",0,60.3400001525879,5,NA,NA,NA,NA,NA,NA,NA,621
"r3w9r",1,62.8800010681152,6,NA,NA,NA,NA,NA,NA,NA,2519
"qk7lk",1,34,3,"mf5ri",63.5099983215332,NA,"nm07y",62.5400009155273,55.0400009155273,1,4723
"z59b9",0,32.25,4,NA,NA,NA,NA,NA,NA,NA,4819
"ngb3q",0,55.6500015258789,3,NA,NA,NA,NA,NA,NA,NA,1504
"b0tdt",1,36.7000007629395,3,"am4fu",64.120002746582,NA,"dx25h",65.0699996948242,61,7,3841
"mf5ri",0,63.5099983215332,1,NA,NA,NA,NA,NA,NA,NA,4731
"uufi4",0,78.1699981689453,3,NA,NA,NA,NA,NA,NA,NA,2522
"xe4ck",0,34.3300018310547,6,"bs138",65.5299987792969,NA,"kd0pc",67.7200012207031,NA,6,3614
"nwtlx",0,38.1800003051758,5,NA,NA,NA,NA,NA,NA,NA,602
"vbg1u",1,59.6300010681152,6,NA,NA,NA,NA,NA,NA,NA,601
"fkcnn",1,66.6500015258789,7,"b14xf",88.6600036621094,NA,"dyi7h",89.9100036621094,86,4,619
"pzx8s",1,71.379997253418,6,NA,NA,NA,NA,NA,NA,NA,3938
"ehxzg",0,48.8199996948242,5,NA,NA,NA,NA,NA,NA,NA,4505
"jrv2u",0,30.7099990844727,1,"worfa",65.4199981689453,NA,"gv84l",59.4599990844727,NA,7,1633
"w8ko2",0,46.6599998474121,5,NA,NA,NA,NA,NA,NA,NA,1503
"yqisi",1,62.5800018310547,5,NA,NA,NA,NA,NA,NA,NA,4707
"l0xfr",1,33.0900001525879,2,NA,NA,NA,NA,NA,NA,NA,1519
"ob1qn",1,64.2200012207031,7,NA,NA,NA,NA,NA,NA,NA,4802
"ih9h2",0,62.0099983215332,6,NA,NA,NA,NA,NA,NA,NA,2501
"dewxx",1,64.6100006103516,6,NA,NA,NA,NA,NA,NA,NA,1607
"jw36o",1,81.9300003051758,5,NA,NA,NA,NA,NA,NA,NA,3510
"ph63r",0,48.3699989318848,8,NA,NA,NA,NA,NA,NA,NA,2511
"r071k",1,43.1300010681152,6,"n4m0p",66.129997253418,NA,"a6xtj",80.3000030517578,NA,6,4718
"dzu6p",1,77.379997253418,6,NA,NA,NA,NA,NA,NA,NA,4811
"uvct7",0,29.9200000762939,1,"z3s7f",67.879997253418,NA,"m0rw8",68.1800003051758,NA,6,4728
"vnopa",1,72.4300003051758,6,NA,NA,NA,NA,NA,NA,NA,2624
"l5f7w",1,54.7999992370605,7,NA,NA,NA,NA,NA,NA,NA,2611
"thm91",0,58.1399993896484,8,NA,NA,NA,NA,NA,NA,NA,4711
"qc9uk",0,50.5699996948242,5,"pbzfr",81.620002746582,NA,"tc3c3",75.0699996948242,71,8,1609
"tdigq",0,39.1500015258789,2,"uufi4",78.1699981689453,NA,"pqxa5",80.2900009155273,46.0800018310547,3,2636
"r1g0m",1,49.8800010681152,5,NA,NA,NA,NA,NA,NA,NA,3613
"uxzay",0,58.9700012207031,5,NA,NA,NA,NA,NA,NA,NA,4707
"hcud8",1,34.3300018310547,1,"pdz0p",63.1100006103516,NA,"jq736",63.2599983215332,NA,6,4728
"wupy9",1,65.0999984741211,4,NA,NA,NA,NA,NA,NA,NA,2606
"osakh",0,39.0099983215332,4,"gex1p",68.1999969482422,NA,"dewxx",64.6100006103516,NA,6,1626
"e9pwb",0,62.2099990844727,5,NA,NA,NA,NA,NA,NA,NA,4720
"ds2lp",1,61.7400016784668,4,NA,NA,NA,NA,NA,NA,NA,4515
"vreoi",1,65.2099990844727,3,NA,NA,NA,NA,NA,NA,NA,4809
"xyxaj",0,64.9700012207031,2,NA,NA,NA,NA,NA,NA,NA,2532
"kpdwj",1,27.5400009155273,1,"girs3",65.4899978637695,NA,"mzgtx",66.0100021362305,NA,6,525
"tt0yr",1,80.2200012207031,7,NA,NA,NA,NA,NA,NA,NA,4714
"ls35w",0,50.4799995422363,3,"dxng4",80.0999984741211,76,"yvojb",77.870002746582,NA,1,4815
"fad84",0,72.4300003051758,6,NA,NA,NA,NA,NA,NA,NA,2624
"swcpn",0,51.1100006103516,8,NA,NA,NA,NA,NA,NA,NA,3621
"g0mhj",0,59.8899993896484,3,NA,NA,NA,NA,NA,NA,NA,2507
"edali",0,66.120002746582,7,NA,NA,NA,NA,NA,NA,NA,1614
"nolt9",0,41.1800003051758,6,"rv67o",71.3000030517578,NA,"snmrt",72.4199981689453,NA,5,3812
"xidat",0,56.0699996948242,4,NA,NA,NA,NA,NA,NA,NA,4808
"gv1g8",0,40.1399993896484,5,NA,NA,NA,NA,NA,NA,NA,501
"zc23o",0,76.7900009155273,7,NA,NA,NA,NA,NA,NA,NA,4714
"tu78h",1,54.0900001525879,5,NA,NA,NA,NA,NA,NA,NA,3615
"er0rd",0,31.1299991607666,2,NA,NA,NA,NA,NA,NA,NA,2633
"w5r3i",0,66.120002746582,5,NA,NA,NA,NA,NA,NA,NA,3815
"jli7i",0,58.6300010681152,4,NA,NA,NA,NA,NA,NA,NA,4710
"b5e6z",1,53.1300010681152,8,NA,NA,NA,NA,NA,NA,NA,3621
"agc8u",0,61.0299987792969,5,NA,NA,NA,NA,NA,NA,NA,1601
"nhxqr",0,74.8600006103516,4,NA,NA,NA,NA,NA,NA,NA,3501
"ehrjw",1,49.4199981689453,5,NA,NA,NA,NA,NA,NA,NA,516
"vqudt",0,60.0900001525879,4,NA,NA,NA,NA,NA,NA,NA,1611
"xn77n",1,55.4599990844727,2,NA,NA,NA,NA,NA,NA,NA,1602
"zzjfl",1,29.1900005340576,5,"wqcsx",52.8199996948242,NA,"ggcf2",56.4799995422363,NA,4,4525
"be32q",0,34.9099998474121,3,"sagpu",61.1300010681152,NA,"nrl6l",66.2099990844727,NA,4,2518
"jjhgi",0,32.5499992370605,3,"nz91x",61.0999984741211,NA,"h9foa",60.939998626709,45.8600006103516,6,2525
"yn5be",0,85.7300033569336,8,NA,NA,NA,NA,NA,NA,NA,3808
"tqat7",0,65.5599975585938,6,NA,NA,NA,NA,NA,NA,NA,3611
"apnod",0,56.9300003051758,5,NA,NA,NA,NA,NA,NA,NA,4617
"ob570",1,46.1800003051758,4,NA,NA,NA,NA,NA,NA,NA,518
"xsqv1",1,24.1800003051758,1,"ni823",50.3400001525879,NA,"jpy16",64.9199981689453,NA,4,526
"dph9o",0,40.0999984741211,4,"ikaqv",73.7099990844727,NA,"gvm5c",75.2799987792969,NA,5,2604
"ipjdn",0,24.9400005340576,1,"vqudt",60.0900001525879,NA,"tvpfg",72.9300003051758,NA,4,2639
"ms7g7",1,83.9899978637695,6,NA,NA,NA,NA,NA,NA,NA,3709
"qxtv3",1,31.3299999237061,2,"b1ky2",65.0100021362305,NA,"wupy9",65.0999984741211,NA,4,2633
"kvuim",1,28.0300006866455,1,"mxsrn",59.0699996948242,NA,"jy83r",54.1500015258789,NA,1,4619
"h5iwp",0,65.2600021362305,3,NA,NA,NA,NA,NA,NA,NA,1514
"noebh",0,43.2799987792969,4,"uufi4",78.1699981689453,NA,"pqxa5",80.2900009155273,46.0800018310547,3,615
"r97o0",1,36.0099983215332,5,"da5qq",66.879997253418,NA,"ftnez",NA,NA,6,4713
"c6lo0",1,67.9599990844727,6,NA,NA,NA,NA,NA,NA,NA,2515
"b4h4c",1,41.1800003051758,4,"b1ky2",65.0100021362305,NA,"wupy9",65.0999984741211,NA,4,2604
"wh1yb",1,60.2200012207031,5,NA,NA,NA,NA,NA,NA,NA,2618
"mr5wb",0,78.2799987792969,6,NA,NA,NA,NA,NA,NA,NA,1507
"k3p3b",0,44.4599990844727,2,"sgf06",74.2399978637695,NA,"t469g",65.6999969482422,24.7000007629395,3,2605
"b14xf",0,88.6600036621094,4,NA,NA,NA,NA,NA,NA,NA,636
"nfx2n",0,36.9500007629395,2,"b1ky2",65.0100021362305,NA,"wupy9",65.0999984741211,NA,4,1623
"ttv9i",0,43.1599998474121,6,NA,NA,NA,NA,NA,NA,NA,4718
"se8sv",1,62.6300010681152,6,NA,NA,NA,NA,NA,NA,NA,3801
"e7rlh",1,63.7099990844727,4,NA,NA,NA,NA,NA,NA,NA,4516
"fnbz7",0,54.8800010681152,6,NA,NA,NA,NA,NA,NA,NA,601
"q8ihp",1,33.6300010681152,2,"ts2a0",62.9300003051758,NA,"g1rft",64.2799987792969,NA,3,522
"vfirv",1,24.8199996948242,4,"agc8u",61.0299987792969,NA,"rjfa4",58.5400009155273,NA,5,1637
"ou2ds",1,43.2700004577637,3,NA,NA,NA,NA,NA,NA,NA,2631
"of23j",0,55.310001373291,5,"pbzfr",81.620002746582,NA,"tc3c3",75.0699996948242,71,8,2508
"ur1sy",0,54.0800018310547,4,NA,NA,NA,NA,NA,NA,NA,4703
"h95hr",1,61.2700004577637,3,NA,NA,NA,NA,NA,NA,NA,2507
"r9fhs",1,45.7900009155273,3,NA,NA,NA,NA,NA,NA,NA,1504
"ipdit",0,50.0900001525879,5,NA,NA,NA,NA,NA,NA,NA,3716
"c3v14",0,48.810001373291,7,NA,NA,NA,NA,NA,NA,NA,2530
"rhsgs",0,63.5099983215332,6,NA,NA,NA,NA,NA,NA,NA,3817
"dr32v",1,57.1500015258789,4,NA,NA,NA,NA,NA,NA,NA,4803
"wv4vk",0,62.0400009155273,4,NA,NA,NA,NA,NA,NA,NA,2509
"o1fjp",0,40.5200004577637,5,NA,NA,NA,NA,NA,NA,NA,2520
"ei0ub",1,42.689998626709,4,"bdq59",69.3899993896484,NA,"hb83m",66.4899978637695,NA,3,4730
"mvrmk",1,73.4199981689453,6,NA,NA,NA,NA,NA,NA,NA,3605
"ufa8x",0,35.9799995422363,3,NA,NA,NA,NA,NA,NA,NA,2627
"okuyk",0,54.7000007629395,2,NA,NA,NA,NA,NA,NA,NA,1602
"tlstc",1,57.9599990844727,4,NA,NA,NA,NA,NA,NA,NA,1515
"a2tr9",0,55.5999984741211,7,NA,NA,NA,NA,NA,NA,NA,2619
"vvqmo",1,51.1699981689453,7,NA,NA,NA,NA,NA,NA,NA,4509
"my5pw",1,31.7199993133545,4,"jm3zk",63.7999992370605,NA,"ldic4",66.9000015258789,60,4,3944
"t7q4z",1,38.560001373291,4,NA,NA,NA,NA,NA,NA,NA,4819
"rv67o",0,71.3000030517578,5,NA,NA,NA,NA,NA,NA,NA,617
"ihhcf",0,56.9900016784668,7,NA,NA,NA,NA,NA,NA,NA,1628
"ijsq9",1,50.8199996948242,5,NA,NA,NA,NA,NA,NA,NA,3806
"scynj",0,84.1900024414062,5,NA,NA,NA,NA,NA,NA,NA,3933
"pbvwy",0,72.7600021362305,2,NA,NA,NA,NA,NA,NA,NA,505
"o30no",0,24.6700000762939,5,"w5r3i",66.120002746582,NA,"axpvj",66.6399993896484,NA,5,3719
"tjuyr",1,50.6500015258789,7,NA,NA,NA,NA,NA,NA,NA,2608
"tz83r",0,32.8800010681152,1,NA,NA,NA,NA,NA,NA,NA,521
"xf1yo",0,56.9900016784668,4,NA,NA,NA,NA,NA,NA,NA,3820
"yvojb",1,77.870002746582,1,NA,NA,NA,NA,NA,NA,NA,4817
"h5jsz",1,44,4,NA,NA,NA,NA,NA,NA,NA,1521
"beaci",0,84.8600006103516,6,NA,NA,NA,NA,NA,NA,NA,3709
"hdzkk",1,51.8199996948242,1,NA,NA,NA,NA,NA,NA,NA,4514
"es2sc",1,75.8000030517578,5,NA,NA,NA,NA,NA,NA,NA,4620
"tr85q",0,54.8800010681152,6,NA,NA,NA,NA,NA,NA,NA,3607
"aq1ux",1,26.8899993896484,4,NA,NA,NA,NA,NA,NA,NA,626
"btt1t",1,46.3600006103516,4,NA,NA,NA,NA,NA,NA,NA,4616
"g2nk2",0,66.9100036621094,6,NA,NA,NA,NA,NA,NA,NA,3938
"rk5so",0,74.879997253418,6,NA,NA,NA,NA,NA,NA,NA,3601
"g8rlg",1,53.1500015258789,2,NA,NA,NA,NA,NA,NA,NA,509
"a780d",0,60.8199996948242,3,NA,NA,NA,NA,NA,NA,NA,3502
"wlefh",0,67,6,NA,NA,NA,NA,NA,NA,NA,3605
"lp6xi",0,56.4000015258789,2,NA,NA,NA,NA,NA,NA,NA,4614
"mxsrn",0,59.0699996948242,1,NA,NA,NA,NA,NA,NA,NA,4704
"w787b",0,33.9199981689453,2,"fmftw",65.9599990844727,NA,"ul4ot",87.75,81.9199981689453,1,4618
"koj1g",0,25.4500007629395,2,NA,NA,NA,NA,NA,NA,NA,1636
"d3vsj",1,55.7599983215332,4,NA,NA,NA,NA,NA,NA,NA,1639
"irhnv",1,29.3600006103516,3,"jm3zk",63.7999992370605,NA,"ldic4",66.9000015258789,60,4,3942
"l4rmf",1,36.5999984741211,2,"e5nj7",66.629997253418,NA,"r3w9r",62.8800010681152,NA,6,1630
"p8etw",0,67.1999969482422,4,NA,NA,NA,NA,NA,NA,NA,1502
