"rr","rrf"
4.8427300453186,2.64476990699768
1.15242004394531,-0.346069991588593
2.36268997192383,1.69944000244141
-0.169900000095367,-1.26031994819641
-0.730589985847473,-3.12562990188599
0.711310029029846,0.348580002784729
-1.83436000347137,-2.24435997009277
1.11941003799438,-2.24906992912292
0.671429991722107,-2.59436988830566
1.21940994262695,-0.565810024738312
0.849650025367737,0.0743900015950203
-0.481249988079071,1.62870001792908
1.5405900478363,3.87908005714417
-0.0443900004029274,1.18154001235962
-0.524389982223511,-0.539059996604919
-1.06579995155334,-2.99620008468628
-0.28863999247551,3.56821990013123
-0.793229997158051,-2.24435997009277
0.520590007305145,-2.55433988571167
-2.29233002662659,4.10223007202148
0.0203499998897314,0.671429991722107
3.04329991340637,-2.59436988830566
-0.660350024700165,0.858420014381409
-0.344390004873276,1.62870001792908
-0.388639986515045,3.54783010482788
0.225199997425079,-1.26031994819641
-0.306059986352921,0.671429991722107
-0.700590014457703,1.24691998958588
0.745609998703003,-0.423940002918243
-0.49125000834465,1.24712002277374
-0.181480005383492,0.806729972362518
-1.62941002845764,2.52349996566772
-1.59323000907898,1.24712002277374
1.61137998104095,1.24691998958588
1.80645000934601,1.48100996017456
1.63646996021271,1.20442998409271
-0.830590009689331,5.12459993362427
4.75647020339966,-1.59323000907898
-1.76322996616364,-2.55433988571167
-0.796090006828308,-0.0332299992442131
2.8934600353241,1.69944000244141
-0.494260013103485,-0.044989999383688
0.445710003376007,-2.59436988830566
-1.01201999187469,3.54783010482788
-1.76322996616364,0.0185100007802248
3.56821990013123,-2.59436988830566
-0.565810024738312,-2.99620008468628
-1.62941002845764,-1.32377004623413
0.1596499979496,0.671429991722107
