"assets","estatevaluef","age","agef"
27.8999996185303,58.5999984741211,63.9000015258789,57.7999992370605
233.600006103516,412.399993896484,NA,86.3000030517578
1331,310.100006103516,58.7999992370605,75.0999984741211
85,50.2999992370605,51.9000015258789,69.3000030517578
457.100006103516,895.599975585938,40.2000007629395,41.2000007629395
410.100006103516,120.599998474121,58.4000015258789,56.2999992370605
632.299987792969,309.799987792969,NA,63.4000015258789
70.4000015258789,34.4000015258789,28.2999992370605,40.0999984741211
142.899993896484,85.9000015258789,NA,55
140.800003051758,137.100006103516,58.2999992370605,69
465,692,40,65.1999969482422
4240.2998046875,4428,64.9000015258789,59
760.400024414062,339.299987792969,38.7000007629395,66.3000030517578
252.600006103516,263.399993896484,64.5999984741211,NA
51.5,1118.69995117188,62.5999984741211,67.9000015258789
101.5,127.099998474121,52.2000007629395,69.3000030517578
807.900024414062,657.900024414062,42.7999992370605,69.9000015258789
103,214.100006103516,59.5999984741211,69.6999969482422
190.300003051758,55.7000007629395,51.7999992370605,56.2000007629395
570.900024414062,20,45.9000015258789,63.4000015258789
1339.5,682.5,82.5,55.9000015258789
311.299987792969,459,23.7000007629395,59.7000007629395
176.699996948242,259.799987792969,43.7000007629395,39.0999984741211
851.200012207031,247.800003051758,59.0999984741211,61.5999984741211
412.399993896484,166.800003051758,86.3000030517578,50.9000015258789
226.300003051758,431.5,46.2000007629395,72.3000030517578
828.799987792969,492.200012207031,26,52.2000007629395
160,139.699996948242,45.0999984741211,60.2999992370605
840.900024414062,36.0999984741211,43.2000007629395,67.3000030517578
288.100006103516,296.700012207031,66.6999969482422,67.1999969482422
127.5,341.899993896484,30.2000007629395,55.7000007629395
110,216.699996948242,46.2000007629395,58.5
469.600006103516,715.900024414062,66.6999969482422,61.7999992370605
727.799987792969,1719.30004882812,32.4000015258789,52.7999992370605
1180.40002441406,511.399993896484,40.9000015258789,74.4000015258789
159.800003051758,419.399993896484,59.2000007629395,71
125.699996948242,899,NA,NA
279.799987792969,273.200012207031,69.5,54.9000015258789
182.600006103516,721.599975585938,52.4000015258789,70.1999969482422
235.199996948242,280.700012207031,52.2000007629395,71.8000030517578
158.199996948242,58.5999984741211,NA,57.7999992370605
296.700012207031,274.5,67.1999969482422,55.2999992370605
312.799987792969,385,23.5,82.5
630.700012207031,122.400001525879,53.9000015258789,74.3000030517578
2666.69995117188,456.700012207031,60.0999984741211,62.0999984741211
303.899993896484,112.699996948242,61.5,56
1565.80004882812,1702.69995117188,73.0999984741211,54.0999984741211
40,371.799987792969,34.7000007629395,62.2999992370605
346.899993896484,463.5,57,70.0999984741211
1488.30004882812,476.5,68.5,39.2000007629395
184.300003051758,99.5999984741211,75.0999984741211,62.5
4.69999980926514,112.699996948242,43,56
901.599975585938,293.200012207031,60.9000015258789,43.5999984741211
125.699996948242,108.5,41.7000007629395,42.4000015258789
40,210,64.4000015258789,58.5
16.7999992370605,32.7000007629395,31.2000007629395,56.2000007629395
357.399993896484,2783.69995117188,40.4000015258789,72.5999984741211
1739.90002441406,513.599975585938,49.5999984741211,69.5
80.0999984741211,9.80000019073486,52.0999984741211,53.5999984741211
491.799987792969,209.100006103516,NA,71.5999984741211
92.5999984741211,33.2999992370605,24,44.7000007629395
128.399993896484,601.799987792969,76.1999969482422,68.3000030517578
190.5,90.9000015258789,49.7000007629395,67
40,356.100006103516,37.2999992370605,51.5999984741211
311.100006103516,114.599998474121,49.5,58.2000007629395
1358.30004882812,2744.10009765625,55.9000015258789,43.7000007629395
91.8000030517578,310.299987792969,36.2999992370605,66.9000015258789
40,40,43.5,64.5
5775.89990234375,1863.40002441406,54.9000015258789,NA
233.100006103516,679.099975585938,49.9000015258789,56.2999992370605
0,383.5,78.5,61
1754.09997558594,602.599975585938,69.0999984741211,72.5999984741211
40.5999984741211,121.900001525879,45.5,78.0999984741211
678.799987792969,601.799987792969,52.7000007629395,68.3000030517578
936.400024414062,532,42.9000015258789,50.7999992370605
622.900024414062,90.9000015258789,40.0999984741211,67
60,11,46.9000015258789,57.9000015258789
264.200012207031,285.600006103516,65.1999969482422,76
529.400024414062,8,52.5999984741211,76.8000030517578
2251.10009765625,975,30.5,81.1999969482422
272.899993896484,218.300003051758,45.7000007629395,73.5
54.5,42.2999992370605,62.5999984741211,56.2999992370605
36.5999984741211,2.79999995231628,57.2000007629395,NA
7.09999990463257,192.100006103516,NA,52.5
727,788.700012207031,43.5,56.9000015258789
400,476.5,72.6999969482422,NA
273.200012207031,589.5,54.9000015258789,57.4000015258789
1091.90002441406,601.799987792969,67.9000015258789,68.3000030517578
114,172.5,40.7000007629395,50.4000015258789
65.1999969482422,284.299987792969,42.5,55.5999984741211
121.900001525879,44.5,78.0999984741211,53.2999992370605
121.800003051758,410.600006103516,69.1999969482422,34.2999992370605
102.199996948242,154.899993896484,57.5999984741211,78.6999969482422
1661.80004882812,2006.30004882812,54.2000007629395,63.7999992370605
641.5,883,25.2000007629395,61.7000007629395
77.4000015258789,73,55.0999984741211,59.2000007629395
206.699996948242,206.100006103516,52.0999984741211,74
4.90000009536743,316.600006103516,61.2000007629395,67.4000015258789
1443,887.900024414062,48.4000015258789,61.7000007629395
91.8000030517578,285.600006103516,38.4000015258789,76
93.5,1.70000004768372,37.4000015258789,58.7000007629395
91,69,72.0999984741211,69.5
80.8000030517578,69.5999984741211,42,67.8000030517578
2685.69995117188,855,78,70.0999984741211
56,77,53.0999984741211,36.4000015258789
552.400024414062,144.800003051758,51.2000007629395,72
205.800003051758,649.700012207031,42.2000007629395,69.1999969482422
32.4000015258789,101.199996948242,77.4000015258789,NA
200.800003051758,5082.10009765625,40.7999992370605,44.2999992370605
161.5,422.700012207031,65.5999984741211,69.1999969482422
271.700012207031,245.199996948242,53.2000007629395,66.8000030517578
559.799987792969,120.800003051758,46.9000015258789,43.7000007629395
409.299987792969,1358.30004882812,42,55.9000015258789
880.599975585938,1352.59997558594,51.5999984741211,77.0999984741211
820.599975585938,649.700012207031,41.9000015258789,69.1999969482422
70,186.699996948242,61.5999984741211,77.4000015258789
171,14.6999998092651,39.9000015258789,51.5999984741211
586.700012207031,236.5,52.4000015258789,53.5
